YEAR,REGION,STATE,CISAT,CISAT_COUNTS
2017,31,North Carolina,0.0,17283
2017,31,North Carolina,1.0,7057
2017,31,North Carolina,2.0,76893
2017,31,South Carolina,0.0,9600
2017,31,South Carolina,1.0,3857
2017,31,South Carolina,2.0,35981
2017,31,Virginia,0.0,11829
2017,31,Virginia,1.0,5280
2017,31,Virginia,2.0,67313
2017,31,West Virginia,0.0,3675
2017,31,West Virginia,1.0,1171
2017,31,West Virginia,2.0,12912
2017,32,Alabama,0.0,9583
2017,32,Alabama,1.0,4184
2017,32,Alabama,2.0,33878
2017,32,Kentucky,0.0,8769
2017,32,Kentucky,1.0,3745
2017,32,Kentucky,2.0,32695
2017,32,Mississippi,0.0,6972
2017,32,Mississippi,1.0,3191
2017,32,Mississippi,2.0,18933
2017,32,Tennessee,0.0,12076
2017,32,Tennessee,1.0,5131
2017,32,Tennessee,2.0,49368
2017,33,Arkansas,0.0,7336
2017,33,Arkansas,1.0,3024
2017,33,Arkansas,2.0,19661
2017,33,Louisiana,0.0,9242
2017,33,Louisiana,1.0,4088
2017,33,Louisiana,2.0,30694
2017,33,Oklahoma,0.0,8478
2017,33,Oklahoma,1.0,3603
2017,33,Oklahoma,2.0,25024
2017,33,Texas,0.0,41927
2017,33,Texas,1.0,27383
2017,33,Texas,2.0,196532
2017,41,Arizona,0.0,11265
2017,41,Arizona,1.0,6291
2017,41,Arizona,2.0,51307
2017,41,Colorado,0.0,6534
2017,41,Colorado,1.0,4938
2017,41,Colorado,2.0,44128
2017,41,Idaho,0.0,2293
2017,41,Idaho,1.0,2280
2017,41,Idaho,2.0,11963
2017,41,Montana,0.0,1926
2017,41,Montana,1.0,1090
2017,41,Montana,2.0,7205
2017,41,Nevada,0.0,3577
2017,41,Nevada,1.0,2560
2017,41,Nevada,2.0,22276
2017,41,New Mexico,0.0,5063
2017,41,New Mexico,1.0,1618
2017,41,New Mexico,2.0,12340
2017,41,Utah,0.0,3510
2017,41,Utah,1.0,3277
2017,41,Utah,2.0,24117
2017,41,Wyoming,0.0,871
2017,41,Wyoming,1.0,572
2017,41,Wyoming,2.0,4469
2017,42,Alaska,0.0,1597
2017,42,Alaska,1.0,435
2017,42,Alaska,2.0,4714
2017,42,California,0.0,46317
2017,42,California,1.0,34197
2017,42,California,2.0,297061
2017,42,Hawaii,0.0,2154
2017,42,Hawaii,1.0,632
2017,42,Hawaii,2.0,11647
2017,42,Oregon,0.0,5128
2017,42,Oregon,1.0,3193
2017,42,Oregon,2.0,32898
2017,42,Washington,0.0,8102
2017,42,Washington,1.0,4903
2017,42,Washington,2.0,61690
2018,11,Connecticut,0.0,4628
2018,11,Connecticut,1.0,1343
2018,11,Connecticut,2.0,30316
2018,11,Maine,0.0,2131
2018,11,Maine,1.0,878
2018,11,Maine,2.0,10266
2018,11,Massachusetts,0.0,9732
2018,11,Massachusetts,1.0,2202
2018,11,Massachusetts,2.0,58197
2018,11,New Hampshire,0.0,1653
2018,11,New Hampshire,1.0,671
2018,11,New Hampshire,2.0,11456
2018,11,Rhode Island,0.0,1538
2018,11,Rhode Island,1.0,385
2018,11,Rhode Island,2.0,8566
2018,11,Vermont,0.0,1056
2018,11,Vermont,1.0,466
2018,11,Vermont,2.0,4914
2018,12,New Jersey,0.0,10244
2018,12,New Jersey,1.0,3794
2018,12,New Jersey,2.0,74548
2018,12,New York,0.0,28947
2018,12,New York,1.0,9908
2018,12,New York,2.0,158112
2018,12,Pennsylvania,0.0,20958
2018,12,Pennsylvania,1.0,6601
2018,12,Pennsylvania,2.0,101507
2018,21,Illinois,0.0,16861
2018,21,Illinois,1.0,10682
2018,21,Illinois,2.0,98913
2018,21,Indiana,0.0,11041
2018,21,Indiana,1.0,5866
2018,21,Indiana,2.0,50773
2018,21,Michigan,0.0,14411
2018,21,Michigan,1.0,9196
2018,21,Michigan,2.0,75812
2018,21,Ohio,0.0,17741
2018,21,Ohio,1.0,8342
2018,21,Ohio,2.0,93003
2018,21,Wisconsin,0.0,9111
2018,21,Wisconsin,1.0,6404
2018,21,Wisconsin,2.0,44318
2018,22,Iowa,0.0,5239
2018,22,Iowa,1.0,3029
2018,22,Iowa,2.0,24094
2018,22,Kansas,0.0,4440
2018,22,Kansas,1.0,2413
2018,22,Kansas,2.0,22714
2018,22,Minnesota,0.0,7629
2018,22,Minnesota,1.0,5505
2018,22,Minnesota,2.0,42649
2018,22,Missouri,0.0,10624
2018,22,Missouri,1.0,6524
2018,22,Missouri,2.0,45268
2018,22,Nebraska,0.0,2836
2018,22,Nebraska,1.0,1662
2018,22,Nebraska,2.0,14953
2018,22,North Dakota,0.0,1458
2018,22,North Dakota,1.0,519
2018,22,North Dakota,2.0,5899
2018,22,South Dakota,0.0,1644
2018,22,South Dakota,1.0,666
2018,22,South Dakota,2.0,6676
2018,31,Delaware,0.0,1121
2018,31,Delaware,1.0,449
2018,31,Delaware,2.0,7553
2018,31,District of Columbia,0.0,1071
2018,31,District of Columbia,1.0,290
2018,31,District of Columbia,2.0,5188
2018,31,Florida,0.0,27164
2018,31,Florida,1.0,13957
2018,31,Florida,2.0,161039
2018,31,Georgia,0.0,15552
2018,31,Georgia,1.0,9045
2018,31,Georgia,2.0,76258
2018,31,Maryland,0.0,6983
2018,31,Maryland,1.0,3137
2018,31,Maryland,2.0,49720
2018,31,North Carolina,0.0,16365
2018,31,North Carolina,1.0,7513
2018,31,North Carolina,2.0,78645
2018,31,South Carolina,0.0,8636
2018,31,South Carolina,1.0,4279
2018,31,South Carolina,2.0,36903
2018,31,Virginia,0.0,11206
2018,31,Virginia,1.0,5386
2018,31,Virginia,2.0,68163
2018,31,West Virginia,0.0,3498
2018,31,West Virginia,1.0,1267
2018,31,West Virginia,2.0,13301
2018,32,Alabama,0.0,8829
2018,32,Alabama,1.0,4654
2018,32,Alabama,2.0,34294
2018,32,Kentucky,0.0,7864
2018,32,Kentucky,1.0,3594
2018,32,Kentucky,2.0,34017
2018,32,Mississippi,0.0,6483
2018,32,Mississippi,1.0,3382
2018,32,Mississippi,2.0,19259
2018,32,Tennessee,0.0,10800
2018,32,Tennessee,1.0,5505
2018,32,Tennessee,2.0,51645
2018,33,Arkansas,0.0,6316
2018,33,Arkansas,1.0,3107
2018,33,Arkansas,2.0,21080
2018,33,Louisiana,0.0,8435
2018,33,Louisiana,1.0,4388
2018,33,Louisiana,2.0,30766
2018,33,Oklahoma,0.0,7853
2018,33,Oklahoma,1.0,4078
2018,33,Oklahoma,2.0,25717
2018,33,Texas,0.0,39322
2018,33,Texas,1.0,28847
2018,33,Texas,2.0,199931
2018,41,Arizona,0.0,10634
2018,41,Arizona,1.0,6505
2018,41,Arizona,2.0,52851
2018,41,Colorado,0.0,5828
2018,41,Colorado,1.0,5257
2018,41,Colorado,2.0,44843
2018,41,Idaho,0.0,2164
2018,41,Idaho,1.0,2366
2018,41,Idaho,2.0,12181
2018,41,Montana,0.0,1667
2018,41,Montana,1.0,1219
2018,41,Montana,2.0,7450
2018,41,Nevada,0.0,3213
2018,41,Nevada,1.0,2824
2018,41,Nevada,2.0,22890
2018,41,New Mexico,0.0,4705
2018,41,New Mexico,1.0,1760
2018,41,New Mexico,2.0,12782
2018,41,Utah,0.0,3168
2018,41,Utah,1.0,3037
2018,41,Utah,2.0,25398
2018,41,Wyoming,0.0,843
2018,41,Wyoming,1.0,683
2018,41,Wyoming,2.0,4214
2018,42,Alaska,0.0,1540
2018,42,Alaska,1.0,410
2018,42,Alaska,2.0,4761
2018,42,California,0.0,44209
2018,42,California,1.0,36230
2018,42,California,2.0,298378
2018,42,Hawaii,0.0,2007
2018,42,Hawaii,1.0,627
2018,42,Hawaii,2.0,11766
2018,42,Oregon,0.0,5016
2018,42,Oregon,1.0,3480
2018,42,Oregon,2.0,33621
2018,42,Washington,0.0,7932
2018,42,Washington,1.0,5104
2018,42,Washington,2.0,63189
